comments,rating
mình test thử ở phần mắt thì che phủ tốt  không có tác dụng nhiều trên vết thâm mụn ,Bình thường
nhưng hơi rộng chân ,Bình thường
tay lỡ nhưng sao giống tay bình thường vậy shop ,Bình thường
mỗi tội màu ko đc chuẩn  đỏ đô rất sẫm mình mặc bị già ,Bình thường
ok mạc nhà rộng rãi thoáng mát ,Bình thường
tiki giao hàng quá lâu  đến ngày đơn hàng đáng lẽ được giao thì đơn hàng vẫn chưa được xác nhận  trễ ngày nhận hơn  tuần ,Bình thường
đường may ,Bình thường
áo không bị lỗi  vải thun ổn phù hợp với giá tiền  nói chung đáng mua ,Bình thường
hơn  tháng mới giao hàng   ,Bình thường
chất lượng sản phẩm tạm được thời gian giao hàng tạm được shop phục vụ khá tốt đóng gói sản phẩm chắc chắn giá cả chấp nhận được ,Bình thường
sách bị rách ở phần gáy sách  đóng gói không kĩ ,Bình thường
hang tốt đẹp ,Bình thường
chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh shop gói hàng kém quá  tới tay mình cái hộp rách toạc ra rồi ,Bình thường
thanks ,Bình thường
cỡ s nhà sx báo là dùng cho người    kg tôi  kg mà mặc chật   ống quần ngắn như quần con nít ,Bình thường
giày khá rộng và to ,Bình thường
order k có hàng mà k báo cho khách hàng ,Bình thường
kẹp sách bị rách,Bình thường
sản phẩm giống hình ,Bình thường
người bán không có tâm  mua  set để tránh các màu nữ tính  cho  set giống nhau  mỗi set có  màu hường  giá  chiếc nên  vải hơi thô  không mát như của seller khác ,Bình thường
hàng tạm ổn ,Bình thường
xài cũng ổn thức ăn dính răng đánh ko có ra hết mong có nhiều loại đầu bàn chải hơn như loại tròn chẳng hạn,Bình thường
áo hơi ngắn ,Bình thường
những hạt ngọc hơi xước tú nhưng ks sợ với giá tiền thời gian giao hàng rất nhanh ,Bình thường
chắc phải đem sửa ,Bình thường
nhưng shopee giao hàng chậm quá ,Bình thường
áo vải mịn mà sai l to quá nữ mặc hơi rộng ,Bình thường
size l ma nhu size m ,Bình thường
nay mua thêm  combo nữa ,Bình thường
mau giong hinh nhung mong ,Bình thường
    đánh giá không tính điểm giao hàng bị trễ hơn so với kế hoạch dự kiến  shipper không gọi điện thoại mà tự lên lịch là gặp vấn đề,Bình thường
hộp bị móp  góc do vận chuyển   phải mở và gập máy bằng  tay  ko đc bằng  tay như quảng cáo  vì bản lề khá cứng,Bình thường
áo ngắn quá cao  thì măc đep ,Bình thường
ma u hơi kha c vơ i hi nh nhưng tha i đô  phu c vu  cu a shop ok ,Bình thường
chưa sử dụng do ko vừa giầy,Bình thường
sản phẩm đúng với mô tả  sẽ báo kết quả sau khi sử dụng ,Bình thường
giấy của sách rất chán  bìa ngoài bị dính bẩn và nát ở mấy góc,Bình thường
tuyệt  xài tốt  nhưng không thấy chỗ nào bán đầu bàn chải của ps  liệu có thể mua của hãng khác  giải đáp thắc mắc mình sẽ đánh giá sao lại,Bình thường
giao hàng chậm so với dự kiến,Bình thường
xài cũng ổn thức ăn dính răng đánh ko có ra hết mong có nhiều loại đầu bàn chải hơn như loại tròn chẳng hạn,Bình thường
thời gian vận chuyển qua lâu,Bình thường
cạp nhỏ ,Bình thường
hàng k giống hình ,Bình thường
giao đúng thời gian dự tính ,Bình thường
không có quà tặng kèm theo,Bình thường
shop phục vụ khá tốt tuy nhiên chất vải không co giẫn  mặc có vẻ nóng ,Bình thường
gói gém cẩn thận  chất lượng ship tốt  có nội dung sách là k hay lắm,Bình thường
    đánh giá không tính điểm sách rất đẹp có bao bọc  nhưng tiki khiến mình khá thất vọng khi giao sách không có tâm dẫn đến hư góc sách rất nhiều  với tình trạng như vậy không dám đặt sách ở tiki nữa đâu ạ   ,Bình thường
đóng gói sản phẩm rất đẹp và chắc chắn  ,Bình thường
tam dc tạm ổn với giá tiền,Bình thường
không thích chất vải lắm nhưng kiểu dáng ok đẹp ,Bình thường
nắp bình có vòng su đựng nước để lại mùi rất khó chịu,Bình thường
sản phẩm chất lượng trung bình  kích thước hơi lớn  giao hàng nhanh ,Bình thường
mua đơn hàng thứ n rồi ,Bình thường
dùng một thời gian xem thế nào ,Bình thường
ngăn hơi nhỏ ,Bình thường
cần tiki hỗ trợ gấp  nút nguồn không tắt được  lắp sim vào không có sóng,Bình thường
áo hơi rông ,Bình thường
mình thanh toán bằng thẻ visa và đặt hàng ,Bình thường
quần quá to so với size ,Bình thường
áo chất vải mát   mỗi tội rộng quá   ,Bình thường
pin sac đc có  mau hết pin,Bình thường
sản phẩm để là có túi  mà giao thấy túi đâu ,Bình thường
ngay cạnh nhà luôn ,Bình thường
mình mua cho mẹ  mẹ cầm bảo nặng tay  ủi ko được thẳng lắm,Bình thường
hên không bị sót hàng ,Bình thường
áo đẹp nhưng đường chỉ tùm lum ko cắt ,Bình thường
gia  hơi cao ty  ,Bình thường
ko như mong đợi           ,Bình thường
đường cắt may ẩu quá nên bị xổ  ,Bình thường
shop cho hẳn mỗi áo  màu ,Bình thường
đóng gói chắc chắn   hàng chưa dùng nên chưa biết   ,Bình thường
thiết kế hơi lỏng lẻo  chất lượng âm thanh và đàm thoại ok ,Bình thường
nhưng màu sắc thực tế ko giống với màu trên ảnh ,Bình thường
tất mỏng ,Bình thường
ha ng đe p nhưng cu a mi nh  ,Bình thường
giao thieu hang se t  cai giao co  cai ,Bình thường
quần mỏng quá  đường may ko dc đepjjkoihgggfffdjjjjjj,Bình thường
nhưng thôi tiền nào của nấy ,Bình thường
đeo hơi vướng  chất lượng âm thanh bình thường     ,Bình thường
đây có phải hàng chính hãng k sao tôi check số seri trên trang web của apple thì k được nhỉ ,Bình thường
chất lượng sách tốt  nội dung sách chưa đánh giá được vì mới đọc nửa phần đầu,Bình thường
shop báo có tặng quà đính kèm nhưng giao hàng không nhận được,Bình thường
các pn nên mua ở shop ,Bình thường
nói chung tạm ổn với giá tiền,Bình thường
không tốt lắm  không nói call đc,Bình thường
đôi màu đen mang vừa ,Bình thường
mình mua  phiếu quà tặng   nhưng không sử dụng được,Bình thường
mình đặt gà xé cay mà sp ko có cay ,Bình thường
ko phải may  của novelty như mình nghĩ ,Bình thường
vị ăn khá lạ so với những loại snack từng ăn ,Bình thường
vải tốt nhưng hơi nhỏ     ,Bình thường
khăn ảnh màu đỏ tươi thành màu đỏ chết ko đúng màu so với ảnh ,Bình thường
dùng được  tiền sao hàng vậy ,Bình thường
sp cũng dc nhưng giá hơi cao ,Bình thường
máy dùng tạm được  ít hao pin nhưng đôi lúc cạo có cảm giác hơi rát,Bình thường
mặt dán không chắc  dễ bị xô lệch,Bình thường
quần dễ mặc  thoải mái  mát  màu sắc cũng nhẹ nhàng  nhưng điểm trừ là giá bao bì chỉ   cái  tiki nâng giá làm gì rồi lại ghi giá sock  cứ như lừa dối khách hàng ấy ,Bình thường
giống như vải tiết kiệm  không coi quần đùi là một sản phẩm quan trọng  nsx nên coi muji  gap để học hỏi phục vụ mấy chục triệu đàn ông vn,Bình thường
lâu quá là lâuuuu luôn ấy ạ haizzz,Bình thường
hơi đau chân ,Bình thường
quần bị vích ra hai bên mông chứ kg đc ôm mông cho lắm ,Bình thường
đặt hàng  ngày ko thấy giao ,Bình thường
hàng bị lỗi không lên nguồn  đã yêu cầu đổi trả và gửi về lại tiki  thời gian đổi trả sản phẩm lâu  đã hơn  tuần vẫn chưa nhận được hàng mới từ khi thông báo đổi trả ,Bình thường
xài cũng tạm được  nhét vô tay hơi đau  tiếng nhỏ,Bình thường
nhưng chất lượng tỉ lệ với giá tiền ,Bình thường
hàng chất lượng tạm được  ,Bình thường
cái áo nhu cái mềm ,Bình thường
áo hơi chật   sp ok ,Bình thường
tưởng hồng chứ tím già qá huhu ,Bình thường
sản phẩm ok để sử dụng nha,Bình thường
chất lượng sản phẩm ok  c,Bình thường
vải không thích lắm  đóng gói sản phẩm rất đẹp và chắc chắn ,Bình thường
mình mua theo chương trình mua  hộp tặng  chai nhưng khi nhận hàng thì không có quà tặng,Bình thường
quần ok   chỉ ko thích sự giả dối của tiki khi nâng giá lên quá cao rồi để khuyến mãi   thực chất giá km chính là giá bán niêm yết của cty,Bình thường
sản phẩm gói rất đẹp ,Bình thường
ly giao bị nứt nhưng nhờ tiki đổi nhưng chưa có chính sách đổi huhuhu,Bình thường
đóng gói sản phẩm chắc chắn ,Bình thường
hàng thực tế như hình nhưng thấy ghế hơi yếu  và không phù hợp với người nặng kg nha,Bình thường
vải mịn nhưng áo dài quá nên mất đẹp  ko crt như hình ,Bình thường
cổ găng tay bị ngắn dễ bị tuột ,Bình thường
hơi lâu  tý ,Bình thường
mình k thích cổ áo lắm nó hơi cứng ,Bình thường
vải thô quá ,Bình thường
nhung khog phải gỗ ,Bình thường
sách in bị lỗi thứ tự trang làm cản trở trong quá trình đọc  nhà sản xuất nên xem lại  còn về nội dung thì rất hay ,Bình thường
hàng chuẩn hãng  ,Bình thường
màu áo k như hình  ,Bình thường
mua lan  rui   ,Bình thường
    đánh giá không tính điểm đóng gói quá tệ hại  sách đến nơi bung nát cả góc  sau bao nhiêu năm vẫn không cải thiện  đây là lần cuối mua sách ở tiki ,Bình thường
hàng đẹp   ,Bình thường
chất liệu ko đồng đều  ko có túi như quảng cáo ,Bình thường
sd đã rồi báo kết quả nha ,Bình thường
sản phẩm ok vs giá tiền ,Bình thường
shop gấp váy cho vào túi chú ý  chút vì váy của mình bị gập gãy nếp ,Bình thường
mình  mà mặc áo còn bó ,Bình thường
ko bàn về giá vì ko chênh lệch  sản phẩm sử dụng được  dùng để ngủ  mát  san pham cty ,Bình thường
mua về giờ ko mặc được ,Bình thường
size  nhưng nhỏ hơn  bình thường đóng gói sản phẩm chắc chắn ,Bình thường
tai nghe chỉ nghe được một bên trái hoặc phải không thể nghe cùng lúc bên shop hướng dẫn cách khắc phục là sạc  nhưng đã làm theo mà không được sau đó kêu gọi tổng đài  ,Bình thường
trên case khôg có logo xiaomi ,Bình thường
   ,Bình thường
sách bị móp góc nên hơi thất vọng ,Bình thường
hàng xuất nên rộng lắm ,Bình thường
vải mỏng phù hợp với giá tiền ,Bình thường
hơi thất vọng nma sách xinh,Bình thường
áo chỉ là chất thun lạnh bình thường chứ không có lót nỉ  sản phẩm phù hợp với giá tiền   ,Bình thường
không cho vào và kéo ra được ,Bình thường
đóng gói cẩn thận  chất lượng được,Bình thường
âm thanh nghe nhỏ ko trong và ko thấy có tiếng bass,Bình thường
bàn ủi bị rò nước  dù đã đổi lại cái mới,Bình thường
áo size quá to ,Bình thường
mới nhận nên chưa sử dụng như nào nhưng bấm khởi động máy thì nó kêu như xe tăng luôn í  ,Bình thường
sách không có bọc nilon nên bị ướt bìa    rách bìa,Bình thường
áo bt chất khá xấu đóng gói sản phẩm chắc chắn ,Bình thường
thời gian giao hàng rất nhanh ,Bình thường
nhưng với giá  hi vọng shop cải thiện vải sẽ mỏng nhẹ thoáng mát hơn  chớ mùa này mặc hơi nóng ạ ,Bình thường
ghế thiết kế nhỏ  ngồi ko an toàn,Bình thường
phom áo rộng ,Bình thường
giá thì rẻ ,Bình thường
gói hàng cẩn thận ,Bình thường
sine xl kêu là  đến  kg mặc vừa  mà mặc dc cái áo ko mặc dc quần ,Bình thường
minh đặt nhầm size nên hơi rông so voi ng ,Bình thường
sản phẩm mình mua shop một bên có ghi mác adidas một bên lại ko có ,Bình thường
chất oki ,Bình thường
chủ shop có tâm ,Bình thường
vải không phải là cotton nha   chất khá là nóng   ,Bình thường
cổ vuông nhưng thấy như cổ thuyền í ạ nhưng chung quy rẻ đẹp chất lượng ,Bình thường
hàng chất lượng  đáng mua  ,Bình thường
mình nghe đc  bên thôi cửa hàng xem lại dùm,Bình thường
lưng quần hơi siết  không được thoải mái khi mặc,Bình thường
chân đế xạc hơi lỏng lẻo  ko có quà tặng như hình đâu nhé mng,Bình thường
thanks shop ,Bình thường
nói chung ok ,Bình thường
bình thường  màu sáng hơi nhiều  có  cái tối ,Bình thường
gửi đúng màu và mẫu m chọn ,Bình thường
được  tháng là mất nghe ,Bình thường
đặt hàng size  ,Bình thường
tuy nhiên  đã sau áo có vài vệt đen  k biết lúc giặt có hết k ,Bình thường
sp như hình  form nhỏ nên tốt nhất đặt hơn  sz ,Bình thường
đã vậy còn ko cho trả đổi ,Bình thường
áo cổ như kiểu khâu lệch vào ý k đc thành vòng tim nhưng được cái dầy dặn ,Bình thường
đặt size s mà shop giao size m ,Bình thường
chất lượng sp ok thời gian giao hàng chậm ,Bình thường
nói thật shop bạn đồ củng được nhưng khi gặp sự cố mà trao đổi hay cần shop hổ trợ thì quá mệt mỏi luôn ,Bình thường
may nơ hơi xấu ,Bình thường
đóng gói sản phẩm rất đẹp và chắc chắn ưng ý ạ ,Bình thường
bình thường  rộng  màu không đẹp,Bình thường
nay mua  cái màu đen nhung cái màu đen lại to hơn  chút nhưng e vẫn mặc dc a e cao  ,Bình thường
giao hàng nhanh  chất liệu ok,Bình thường
thích hợp cho da sáng trung bình ,Bình thường
bình thường bass kém đủ để nghe gọi,Bình thường
máy mạnh dùng lâu mới biết dc,Bình thường
giao thiếu hàng   sp và k giải quyết cho khách ,Bình thường
thời gian giao hàng chậm chất lượng sản phẩm tạm ,Bình thường
size quần rộng so với mình  nhưng vải mát ok ,Bình thường
đóng gói hàng tệ  sách bị móp ở góc   ,Bình thường
áo máy form hơi nhỏ nên những bạn cao  trở lên mặc hơi ngắn nhe ,Bình thường
gói gém cẩn thận  chất lượng ship tốt  có nội dung sách là k hay lắm,Bình thường
cx ổn  cx ổn  cx ổn  cx ổn,Bình thường
hàng may gia công ,Bình thường
giao hàng nhanh ,Bình thường
sản phẩm mới và đầy đủ linh kiện ,Bình thường
vải hơi nóg hình dán cứg ,Bình thường
giao hàng không giống như hình mô tả  có tuổi rồi lại giao quần màu sắc sặc sỡ quá  phải chi giao giống mẫu trong hình thì rất ok nhận hàng mất vui,Bình thường
áo mỏng   vừa giá tiền ,Bình thường
hai cái nắp nhựa gắn chỗ tay ngồi khá dởm  ko thể nào gắn chặt được  ngồi tí lại rơi ra,Bình thường
form rộng như hình nhé ,Bình thường
sẽ ghé mua áo vào lần tới     ,Bình thường
hơi rộng so với người  sz s,Bình thường
mặc dc  chiếc  mấy chiếc kia nhìn quá xấu,Bình thường
nghe nhạc thì ok  còn gọi điện thì bị lag ,Bình thường
đóng gói cẩn thận  chất lượng chờ sử dụng mới biết,Bình thường
nhưng không đáng kể ,Bình thường
rẻ hơn tưởng ,Bình thường
 cái nhưng  cái nhìn dc   cái vải xấu quá  tuy nhiên đã biết trước là combo  cái k dc lựa chọn nên vẫn cho    giao hàng quá lâu đặt   hẹn đến  nhưng  mới giao trừ  ,Bình thường
phán đoán và nắm bắt trạng thái tâm lý và cảm xúc của con người thông qua hành vi mà họ thực hiện  rất nhiều điểm thú vị  và cũng nhiều lập luận không thực sự thuyết phục ,Bình thường
mình nhận dc hàng rồi ,Bình thường
loa nghe tốt  tiếng bass hơi yêu  tai nghe này nghe nhạc vàng thì ok  nghe nhạc sàn thì bass yếu,Bình thường
m đặt thêm  chiếc nữa n ấn bị lỗi mạng sao ấy ,Bình thường
sản phẩm không giống hình mẫu ,Bình thường
chất lượng sản phẩm tuyệt vời hơi chật chút ,Bình thường
thỏi son nhỏ ,Bình thường
sách có lớp bọc nilon nhưng mỏng hơn so vs bình thường nên bóc ra nhìn sách cứ xước xước bị cũ  bìa bị gãy chút   ,Bình thường
mg yen tam dat hang nhe ,Bình thường
chưa dùng nên chưa biết chất lượng như thế nào ,Bình thường
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh  hộp hơi bị móp nên hơi buồn  xíu ,Bình thường
giá cả chấp nhận được ,Bình thường
đáng tiền nhưng phí ship thì hơi cao ,Bình thường
dùng được  tháng thì một bên không nghe được  không tìm thấy thông tin thời gian bảo hành sản phẩm ,Bình thường
sản phẩm đẹp có điều nhanh bị bong ,Bình thường
đã nhận hàng  nhận xét khi ngồi vào là tay vịn và lưng dựa làm từ nhựa là chủ yếu nên cho cảm giác chắc chắn và yếu  phần nhựa cũng ko tinh xảo   nhiều vết quần chứng tỏ không phải nhựa cao cấp,Bình thường
tạm đc thân áo hơi nhỏ ,Bình thường
rẻ ,Bình thường
đóng gói chưa cẩn thận lắm  ,Bình thường
shop cần ktra trước khi đóng gói cho khách ,Bình thường
bên mình bán không kèm pin sao ,Bình thường
giao hàng quá chậm  ko còn hứng thú mua hàng trên tiki,Bình thường
chất vải rất đẹp  mình lấy size l hơi rộng định đổi nhưng chắc tự de ra tiệm sửa vậy ,Bình thường
trong ảnh là chất đũi nhưng ngoài thì lại là vải thô ,Bình thường
váy rộng không giống hình ,Bình thường
ghế thiết kế nhỏ  ngồi ko an toàn,Bình thường
chất vải mỏng  mát ,Bình thường
đóng gói sản phẩm rất đẹp và chắc chắn nhưng giày bị hở o mũi bên trái  nếu lở đi mưa  lần chắc là phải bỏ thôi ,Bình thường
sản phẩm chất lương mặc dù có xảy ra chút lỗi nhưng nhận được phản hồi cùng với sự giúp đỡ   tạo điều kiện thuân lợi cho việc nhận được sản phẩm ưng ý nhất    good job    ,Bình thường
dùng được không xuất sắc lắm,Bình thường
cũng dc nè   ,Bình thường
chờ nữa tháng mới nhận được hàng đóng gói sơ sài làm móp nhăn sách lần sau chắc né shop này ra,Bình thường
chất liê u bt ,Bình thường
giá cả phải chăng chất lượng bình thường,Bình thường
mình vừa nhận hàng ngày hôm qua nghe bình thường đến hôm nay thì nút điều khiển bị lỗi không hoạt động nữa ,Bình thường
order  hộp thì  hộp ăn ok  hộp còn lại thì mặn khủng khiếp luôn,Bình thường
mình muốn đổi sang  được k shop ,Bình thường
chất lượng sản phẩm chưa thể đánh giá vì chưa dùng đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh ,Bình thường
hểt sẩy    ,Bình thường
không ngon lắm  nhưng so với giá vậy là tạm ổn,Bình thường
tuy nhiên có dấu hiệu xé bọc giấy bên ngoài ảnh hưởng tới da của ví ,Bình thường
nội dung sách chỉ dừng lại ở mức kể chuyện bản thân và định nghĩa  k giúp ích được gì cho mình lắm,Bình thường
sẽ đặt thêm màu khác trong đơn hàng tới ,Bình thường
tai nghe bị lỗi  bên tai  làm thế nào để đổi ,Bình thường
giao đúng màu ạ ,Bình thường
máy chắc chắn  chống nước tốt nhưng hơi yếu nên cạo chưa được nhẵn ,Bình thường
vải hơi xấu  v nhưng tiền nào của đó thôi ,Bình thường
áo may lỗi ở cổ và ống tay vải áo thì quá mỏng mảnh lại quá rộng  ,Bình thường
nhưng phù hợp giá tiền rồi ,Bình thường
quá nhiều màu sáng  ko tương xứng,Bình thường
kết nối bluetooth không thực sự mượt  mình nghe được  thì pin chỉ còn   ,Bình thường
nghe bình thường  kết nối không ổn định,Bình thường
   ,Bình thường
tai nghe chỉ nghe được một bên trái hoặc phải không thể nghe cùng lúc bên shop hướng dẫn cách khắc phục là sạc  nhưng đã làm theo mà không được sau đó kêu gọi tổng đài  ,Bình thường
vải áo phần màu trắng vải thô ko đc đẹp đóng gói sản phẩm chắc chắn shop phục vụ khá tốt ,Bình thường
nấp che bi rớt ra lấp vào củng rớt  ti nhúng thì ssi nhớt ko  bít co sao ko  cho ,Bình thường
giày đẹp đi êm chân nhưng dây giày không giống qcao shop gói không cẩn thận giày có mùi hôi khó chịu ,Bình thường
đặt mua  combo quần nữ  nhầm  combo quần nam  chất lượng tốt  một số quần may bị sổ chỉ ,Bình thường
     ,Bình thường
chất vải cũng khác ,Bình thường
sao giao minh bin  ,Bình thường
mình đặt mua sách mới mà giao cho mình như cuốn sách cũ í   không seal kh gì lun  hơi rầu,Bình thường
quần size l mà m  mặc hơ kích   ,Bình thường
màu đẹp ,Bình thường
tiền nào của đấy tập chơi là ngon ,Bình thường
tai nghe bị rè  không rõ phải chỉnh dưới rack cắm mới nghe dc,Bình thường
chất lượng ổn  giao hàng nhanh,Bình thường
áo đẹp  chất mỏng  mát  màu thực của áo giống hình gần cuối  có hơi hường xíu chứ ko phải kiểu be như hình đầu ,Bình thường
shop nói chuyện dễ thương  đáng yêu     giao hàng nhanh ,Bình thường
sản phẩm có thể tạm chất nhận nhưng gửi nhầm sản phẩm ,Bình thường
đã gửi cho shop đổi hàng ,Bình thường
sản phẩm may kỹ đẹp hàng đúng hãng ,Bình thường
sách in bị lỗi thứ tự trang làm cản trở trong quá trình đọc  nhà sản xuất nên xem lại  còn về nội dung thì rất hay ,Bình thường
kiểu này bụng lớn phải mua lại size lớn quá ,Bình thường
sản phẩm toàn nilon  không thể dùng được,Bình thường
đặt màu nâu đậm mà shop lại giao màu đen      ,Bình thường
giao hàng lâu quá  nhưng thông cảm do tình hình dịch covid  đóng gói cẩn thận ,Bình thường
có  áo bị dín màu đỏ ,Bình thường
đơn hàng giao thiếu sp khuyến mãi,Bình thường
nhận được vé mà tìm không ta chổ không biết dịch vụ sao ,Bình thường
mội tội em gầy quá nên eo hơi rộng phải đi bóp lại  chút  ,Bình thường
chúc shop buôn may bán dắt    ,Bình thường
tạm dùng đc so với giá ,Bình thường
chất lượng sản phẩm tạm được  shop giao hàng nhanh ,Bình thường
đặt mua xl mà giao size s  nên đang nhờ tiki hỗ trợ ko biết có được ko  cảm thấy mất công quá  ,Bình thường
chất liệu vải mỏng không có túi,Bình thường
mình sẽ cân nhắc mua tiếp cái khác ,Bình thường
sản phẩm còn nguyên tem ,Bình thường
phù hợp với chất lượng hàng,Bình thường
sản phẩm bình thường  vải mỏng hơi soàn soạt  không nhiều cotton  màu không được chọn  nhìn gần giống vải áo vì màu sáng hoạ tiết khà kì,Bình thường
shop nên xem lại cách đo size cho khách ,Bình thường
shop bắn tiền hơi lâu ,Bình thường
nhưng tay áo hơi chật  ,Bình thường
mấy trăm ngàn biếu k shop ,Bình thường
quần nhẹ  mát  nhưng bất tiện vì không có túi ,Bình thường
ko có time nên ko chụp hình đc ,Bình thường
không có hướng dẫn sử dụng,Bình thường
đặt  lần mới nhận đc hàng,Bình thường
pin không đúng như quảng cáo,Bình thường
mình mua  voucher   combo  và  lẻ ,Bình thường
nhưng shop giao hàng còn chưa chính xác size lắm ,Bình thường
áo đẹp nhưng may hơi chặt vòng ngực nhỏ như mình mà mặc còn bị kích ko biết mấy nàng ngực bự mặc sao nữa ,Bình thường
giao hàng nhanh  ,Bình thường
san phẩm ok,Bình thường
chưa sử dụng nên chưa biết chất lượng ntn ,Bình thường
rồi sẽ có ngày shop dẹp tiệm ,Bình thường
chất lượng hợp vs giá tiền ,Bình thường
chất lượng sản phẩm tạm được shop giao hàng quá chậm ,Bình thường
nhìn cũng dc ,Bình thường
sản phẩm thiếu nhãn mác  không biết làm từ loại vải nào   ,Bình thường
tầm giá này mà lời nghe k rõ  luyện av phải mở to  chứ nhỏ k nghe đc gì   tiếng treb rõ  bass yếu  k biết có fake k  thua xiaomi và akg trong tầm giá ,Bình thường
bụng to hơn sợ chật ,Bình thường
chị chủ shop nhiệt tình ,Bình thường
giày đẹp như spf tiếc là không có box    ,Bình thường
hàng giao nhanh  nhân viên giao nhiệt tình và sẽ  ủng hộ các bạn,Bình thường
chất lượng sản phẩm tam dc ,Bình thường
cập nhật sau khi dùng  chua so với bé ,Bình thường
chất ok nhưng đặt sz m lại giao s ,Bình thường
chất dão không đanh ,Bình thường
vởi giá  thì dải âm mid và tref tương đối tốt và bass thì tương đối ổn định  bị cái sp của mình bị tai trái lớn hơn tai phải ,Bình thường
chất lượng sản phẩm tạm được  shop phục vụ tạm được ,Bình thường
sản phẩm bình thường  vải mỏng hơi soàn soạt  không nhiều cotton  màu không được chọn  nhìn gần giống vải áo vì màu sáng hoạ tiết khà kì,Bình thường
dùng  ngày đã thấy loa bị rè  phải vac bảo hành  cảm thấy buồn quá  huhu,Bình thường
chỉ thừa khá nhiều  với ,Bình thường
vệ sinh hơi khó  cạo không sát lắm,Bình thường
  mình order  ,Bình thường
áo được nhưng hơi mỏng ,Bình thường
nội dung sách chỉ dừng lại ở mức kể chuyện bản thân và định nghĩa  k giúp ích được gì cho mình lắm,Bình thường
mình xin phép hủy phiếu này  cám ơn tiki,Bình thường
để quà tặng mà mình mua   không thấy kèm   ,Bình thường
đóng gói cẩn thận ,Bình thường
 mặc vẫn không thoải mái như các bạn review ,Bình thường
ok giá  ,Bình thường
shop phục vụ khá tốt ,Bình thường
shop phục vụ khá tốt nhưng áo bị bung chỉ khá nhiều đóng gói sản phẩm chắc chắn ,Bình thường
cứ chuyển sang đèn xanh rồi quay về đèn đỏ ,Bình thường
thu ng đư ng to nhưng co  thê  do vâ n chuyê n nên đê n tay kha ch xô p na t hê t ,Bình thường
giao hàng nhanh chóng  ,Bình thường
thời gian giao hàng chậm đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sp ok ,Bình thường
hiện nay chế độ hấp của nồi không hoạt động được  mong shop hướng dẫn kiểm tra và bảo hành  xin cảm ơn,Bình thường
mau ao nay nho qua minh mac ko vua ,Bình thường
vải mỏng quá,Bình thường
chất liệu ko đồng đều  ko có túi như quảng cáo ,Bình thường
đã nhận hàng  nhận xét khi ngồi vào là tay vịn và lưng dựa làm từ nhựa là chủ yếu nên cho cảm giác chắc chắn và yếu  phần nhựa cũng ko tinh xảo   nhiều vết quần chứng tỏ không phải nhựa cao cấp,Bình thường
giao hàng quá lâu  không có nhân viên phản hồi về tình trạng đơn hàng,Bình thường
hơn  tháng mới giao hàng   ,Bình thường
giao hàng nhanh  sản chưa đc tốt lắm,Bình thường
chỉ hơi rộng so với mình ,Bình thường
thời gian giao hàng rất nhanh  nhưng vải không ok lắm ,Bình thường
shop phục vụ rất kém không có hàng cũng không báo ,Bình thường
chất lượng chuẩn ,Bình thường
size quần không đúng chuẩn  quần size l nhưng kích thước thì giống như xl  bạn nào mặc size l thì mua sai m là vừa ,Bình thường
ok xài dc ,Bình thường
nhug giá rất mềm ,Bình thường
bạn nào mà cân nặng từ  cao   trở lên có thể mặc được size m đấy chất lượng rất tốt   ,Bình thường
lâu quá là lâuuuu luôn ấy ạ haizzz,Bình thường
đóng gói sản phẩm chắc chắn ,Bình thường
fom lần này nhỏ hơn quần dài trc m lấy mặc hơi bó bụng hơi kích ,Bình thường
mùi hơi nhẹ ,Bình thường
sách giao đẹp nhưng k được bọc cẩn thận,Bình thường
sản phẩm phù hợp với giá tiền,Bình thường
banner quảng cáo tới   sẽ nhận được thêm magic mouse nhưng hàng mình chỉ nhận được  kiện box máy và sạc ,Bình thường
mình thấy dùng cũng tạm tuy nhiên bôi kem mình thấy da hơi có phản ứng nhé,Bình thường
k vua y ao k dug size ,Bình thường
sp không phải hàng cotton,Bình thường
lần này thì thiệt thất vọng luôn sách bẩn tùm lum ko đc bao màng co trầy xước tung tung cả trông không khác gì mới vợt ở tiệm sách cũ về,Bình thường
chất lượng sản phẩm tuyệt vời đóng gói hơi sơ xài ,Bình thường
tai nghe ok tiki dạo này giao hàng chậm quá,Bình thường
mới mua đc  tháng giá lúc đó khoảng   giờ kêu giảm giá mà bán hẳn ,Bình thường
sa n phâ m đe p tuy nhiên a o hơi mo ng ,Bình thường
hơi bẩn còn lại tốt ,Bình thường
có      bị mốp      bị xì  kg biết bên giao có bị rớt kg ,Bình thường
giày đẹp ,Bình thường
giao hàng nhanh  đóng gói cẩn thận  hàng đẹp  nhưng mình đặt là quần nữ mở ra lại là quần nam ,Bình thường
shop nên ktra trk khi giao hàng ,Bình thường
